Job Title,Level,Job Title Full,Salary Estimate,Salary_Min,Salary_Max,Salary_Avg,Rating,Company Name,Glassdoor_Rating,Location,Location_State,Company_Headquarters,Company_Size,Founded,Type of ownership,Industry,Sector,Revenue (USD)
Data Scientist,,Data Scientist,$120K-$189K ,"$120,000","$189,000 ","$154,500 ",4.1,"Netskope
",4.1,"San Francisco, CA",CA,"Santa Clara, CA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$111K-$176K ,"$111,000","$176,000 ","$143,500 ",4.7,"1904labs
",4.7,"Saint Louis, MO",MO,"Saint Louis, MO",51 to 200 employees,2016,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$54K-$93K ,"$54,000","$93,000 ","$73,500 ",4.1,"ClearOne Advantage
",4.1,"Baltimore, MD",MD,"Baltimore, MD",501 to 1000 employees,2008,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$71K-$119K ,"$71,000","$119,000 ","$95,000 ",3.4,"CyrusOne
",3.4,"Dallas, TX",TX,"Dallas, TX",201 to 500 employees,2000,Company - Public,Real Estate,Real Estate,$1 to $2 billion 
Data Scientist,,Data Scientist,$84K-$146K ,"$84,000","$146,000 ","$115,000 ",4.3,"USEReady
",4.3,"New York, NY",NY,"New York, NY",201 to 500 employees,2011,Company - Private,Consulting,Business Services,$10 to $25 million 
Data Scientist,,Data Scientist,$61K-$109K ,"$61,000","$109,000 ","$85,000 ",3.8,"DICK'S Sporting Goods - Corporate
",3.8,"Coraopolis, PA",PA,"Coraopolis, PA",10000+ employees,1948,Company - Public,Sporting Goods Stores,Retail,$5 to $10 billion 
Data Scientist,,Data Scientist,$88K-$148K ,"$88,000","$148,000 ","$118,000 ",2.8,"Berg Health
",2.8,"Framingham, MA",MA,"Framingham, MA",51 to 200 employees,2006,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million 
Data Scientist,,Data Scientist,$60K-$99K ,"$60,000","$99,000 ","$79,500 ",4.7,"Oversight Systems
",4.7,"Atlanta, GA",GA,"Atlanta, GA",51 to 200 employees,2003,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million 
Data Scientist,,Data Scientist,$96K-$161K ,"$96,000","$161,000 ","$128,500 ",3.2,"Numeric, LLC
",3.2,"Philadelphia, PA",PA,"Chadds Ford, PA",1 to 50 employees,,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million 
Data Scientist,,Data Scientist,$74K-$122K ,"$74,000","$122,000 ","$98,000 ",3.1,"Carmeuse
",3.1,"Pittsburgh, PA",PA,"Louvain-la-Neuve, Belgium",1001 to 5000 employees,1860,Company - Private,Mining,Mining & Metals,$1 to $2 billion 
Data Scientist,,Data Scientist,$83K-$137K ,"$83,000","$137,000 ","$110,000 ",3.3,"Peraton
",3.3,"Chantilly, VA",VA,"Herndon, VA",1001 to 5000 employees,2017,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion 
Data Scientist,,Data Scientist,$86K-$141K ,"$86,000","$141,000 ","$113,500 ",4.4,"Pactera
",4.4,"San Jose, CA",CA,"Beijing, China",10000+ employees,1995,Company - Private,IT Services,Information Technology,$500 million to $1 billion 
Data Scientist,,Data Scientist,$94K-$154K ,"$94,000","$154,000 ","$124,000 ",3.9,"Nurx
",3.9,"San Francisco, CA",CA,"San Francisco, CA",51 to 200 employees,2016,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million 
Data Scientist,,Data Scientist,$100K-$160K ,"$100,000","$160,000 ","$130,000 ",4.5,"Johns Hopkins University Applied Physics Laboratory
",4.5,"Laurel, MD",MD,"Laurel, MD",5001 to 10000 employees,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion 
Data Scientist,,Data Scientist,$86K-$142K ,"$86,000","$142,000 ","$114,000 ",3.8,"Logic20/20
",3.8,"San Jose, CA",CA,"Seattle, WA",201 to 500 employees,2005,Company - Private,Consulting,Business Services,$25 to $50 million 
Data Scientist,,Data Scientist,$64K-$107K ,"$64,000","$107,000 ","$85,500 ",4.2,"goTRG
",4.2,"Miami, FL",FL,"Miami, FL",501 to 1000 employees,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million 
Data Scientist,,Data Scientist,$72K-$123K ,"$72,000","$123,000 ","$97,500 ",3.2,"MITRE
",3.2,"McLean, VA",VA,"Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion 
Data Scientist,,Data Scientist,$74K-$124K ,"$74,000","$124,000 ","$99,000 ",3.9,"The Buffalo Group
",3.9,"Fort Belvoir, VA",VA,"Reston, VA",501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$100 to $500 million 
Data Scientist,,Data Scientist,$89K-$153K ,"$89,000","$153,000 ","$121,000 ",3.8,"7Park Data
",3.8,"New York, NY",NY,"New York, NY",51 to 200 employees,2012,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$61K-$110K ,"$61,000","$110,000 ","$85,500 ",4.7,"Rapid Response Monitoring
",4.7,"Syracuse, NY",NY,"Syracuse, NY",501 to 1000 employees,1992,Company - Private,Security Services,Business Services,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$121K-$193K ,"$121,000","$193,000 ","$157,000 ",4.5,"Demandbase
",4.5,"San Francisco, CA",CA,"San Francisco, CA",201 to 500 employees,2006,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million 
Data Scientist,,Data Scientist,$83K-$144K ,"$83,000","$144,000 ","$113,500 ",3.7,"Takeda Pharmaceuticals
",3.7,"Cambridge, MA",MA,"OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion 
Data Scientist,,Data Scientist,$120K-$160K ,"$120,000","$160,000 ","$140,000 ",4.6,"<intent>
",4.6,"New York, NY",NY,"New York, NY",51 to 200 employees,2009,Company - Private,Internet,Information Technology,$100 to $500 million 
Data Scientist,,Data Scientist,$102K-$163K ,"$102,000","$163,000 ","$132,500 ",3.2,"Formation
",3.2,"San Francisco, CA",CA,"San Francisco, CA",51 to 200 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$82K-$133K ,"$82,000","$133,000 ","$107,500 ",2.8,"DrFirst
",2.8,"Rockville, MD",MD,"Rockville, MD",201 to 500 employees,2000,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$77K-$124K ,"$77,000","$124,000 ","$100,500 ",4.4,"Quick Base
",4.4,"Cambridge, MA",MA,"Cambridge, MA",201 to 500 employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$80K-$135K ,"$80,000","$135,000 ","$107,500 ",3.5,"The E.W. Scripps Company
",3.5,"Cincinnati, OH",OH,"Cincinnati, OH",1001 to 5000 employees,1878,Company - Public,TV Broadcast & Cable Networks,Media,$500 million to $1 billion 
Data Scientist,,Data Scientist,$82K-$133K ,"$82,000","$133,000 ","$107,500 ",3.6,"Accuride International
",3.6,"Santa Fe Springs, Los Angeles, CA",CA,"Santa Fe Springs, CA",1001 to 5000 employees,1966,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million 
Data Scientist,,Data Scientist,$60K-$102K ,"$60,000","$102,000 ","$81,000 ",4.4,"Maven Wave Partners
",4.4,"Chicago, IL",IL,"Chicago, IL",201 to 500 employees,2008,Company - Private,Consulting,Business Services,$50 to $100 million 
Data Scientist,,Data Scientist,$64K-$106K ,"$64,000","$106,000 ","$85,000 ",3.2,"First Command Financial Services, Inc.
",3.2,"Fort Worth, TX",TX,"Fort Worth, TX",1001 to 5000 employees,1958,Company - Private,Brokerage Services,Finance,$100 to $500 million 
Data Scientist,,Data Scientist,$64K-$106K ,"$64,000","$106,000 ","$85,000 ",4.1,"ManTech
",4.1,"Chantilly, VA",VA,"Herndon, VA",5001 to 10000 employees,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion 
Data Scientist,,Data Scientist,$66K-$112K ,"$66,000","$112,000 ","$89,000 ",3.7,"Lockheed Martin
",3.7,"Herndon, VA",VA,"Bethesda, MD",10000+ employees,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion 
Data Scientist,,Data Scientist,$53K-$92K ,"$53,000","$92,000 ","$72,500 ",4.3,"Credera
",4.3,"Dallas, TX",TX,"Dallas, TX",201 to 500 employees,1999,Subsidiary or Business Segment,Consulting,Business Services,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$64K-$111K ,"$64,000","$111,000 ","$87,500 ",3.4,"Spectrum Communications and Consulting
",3.4,"Chicago, IL",IL,"Chicago, IL",51 to 200 employees,1992,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million 
Data Scientist,,Data Scientist,$66K-$111K ,"$66,000","$111,000 ","$88,500 ",3.5,"U.Group
",3.5,"Indianapolis, IN",IN,"Arlington, VA",201 to 500 employees,2019,Company - Private,IT Services,Information Technology,$25 to $50 million 
Data Scientist,,Data Scientist,$63K-$105K ,"$63,000","$105,000 ","$84,000 ",4.3,"SMC 3
",4.3,"Louisville, KY",KY,"Peachtree City, GA",51 to 200 employees,1935,Nonprofit Organization,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million 
Data Scientist,,Data Scientist,$74K-$119K ,"$74,000","$119,000 ","$96,500 ",2.5,"comScore
",2.5,"Portland, OR",OR,"Reston, VA",1001 to 5000 employees,1999,Company - Public,Advertising & Marketing,Business Services,$1 to $2 billion 
Data Scientist,,Data Scientist,$15K-$16K,"$15,000","$16,000 ","$15,500 ",3.9,"NPD
",3.9,"Port Washington, NY",NY,"Port Washington, NY",1001 to 5000 employees,1966,Company - Private,Research & Development,Business Services,$100 to $500 million 
Data Scientist,,Data Scientist,$61K-$106K ,"$61,000","$106,000 ","$83,500 ",4.3,"Bakery Agency
",4.3,"Austin, TX",TX,"Austin, TX",1 to 50 employees,2010,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$127K-$199K ,"$127,000","$199,000 ","$163,000 ",3.9,"Genentech
",3.9,"South San Francisco, CA",CA,"South San Francisco, CA",10000+ employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion 
Data Scientist,,Data Scientist,$72K-$117K ,"$72,000","$117,000 ","$94,500 ",3,"Ameritas Life Insurance Corp
",3.0,"Cincinnati, OH",OH,"Lincoln, NE",1001 to 5000 employees,1887,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion 
Data Scientist,,Data Scientist,$78K-$126K ,"$78,000","$126,000 ","$102,000 ",3.7,"Genworth
",3.7,"Raleigh, NC",NC,"Richmond, VA",1001 to 5000 employees,2004,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion 
Data Scientist,,Data Scientist,$109K-$177K ,"$109,000","$177,000 ","$143,000 ",4,"Novetta
",4.0,"Herndon, VA",VA,"Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million 
Data Scientist,,Data Scientist,$83K-$133K ,"$83,000","$133,000 ","$108,000 ",3.9,"Trace Data
",3.9,"Oakland, CA",CA,"Santa Ana, CA",51 to 200 employees,2000,Company - Private,Insurance Carriers,Insurance,$10 to $25 million 
Data Scientist,,Data Scientist,$83K-$135K ,"$83,000","$135,000 ","$109,000 ",4,"Tekvalley, Corp.
",4.0,"San Francisco, CA",CA,"Pleasanton, CA",1 to 50 employees,,Company - Private,IT Services,Information Technology,Less than $1 million 
Data Scientist,,Data Scientist,$70K-$122K ,"$70,000","$122,000 ","$96,000 ",3.5,"BWX Technologies
",3.5,"Oak Ridge, TN",TN,"Lynchburg, VA",5001 to 10000 employees,1850,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion 
Data Scientist,,Data Scientist,$68K-$112K ,"$68,000","$112,000 ","$90,000 ",3.5,"L&T Infotech
",3.5,"San Ramon, CA",CA,"Mumbai, India",10000+ employees,1997,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$95K-$161K ,"$95,000","$161,000 ","$128,000 ",3.6,"Sotheby's
",3.6,"New York, NY",NY,"New York, NY",1001 to 5000 employees,1744,Company - Public,Auctions & Galleries,Retail,$500 million to $1 billion 
Data Scientist,,Data Scientist,$75K-$124K ,"$75,000","$124,000 ","$99,500 ",3.5,"First Tech Federal Credit Union
",3.5,"Hillsboro, OR",OR,"San Jose, CA",1001 to 5000 employees,1952,Company - Private,Banks & Credit Unions,Finance,$100 to $500 million 
Data Scientist,,Data Scientist,$72K-$120K ,"$72,000","$120,000 ","$96,000 ",3.6,"Amrock
",3.6,"Detroit, MI",MI,"Detroit, MI",1001 to 5000 employees,1997,Company - Private,Real Estate,Real Estate,$500 million to $1 billion 
Data Scientist,,Data Scientist,$76K-$126K ,"$76,000","$126,000 ","$101,000 ",2.3,"Vanda Pharmaceuticals
",2.3,"Washington, DC",DC,"Washington, DC",201 to 500 employees,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million 
Data Scientist,,Data Scientist,$93K-$149K ,"$93,000","$149,000 ","$121,000 ",3.8,"Juniper Networks
",3.8,"Sunnyvale, CA",CA,"Sunnyvale, CA",5001 to 10000 employees,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion 
Data Scientist,,Data Scientist,$127K-$202K ,"$127,000","$202,000 ","$164,500 ",3.3,"Samba TV
",3.3,"San Francisco, CA",CA,"San Francisco, CA",201 to 500 employees,2008,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$82K-$132K ,"$82,000","$132,000 ","$107,000 ",3.5,"Esri
",3.5,"Redlands, CA",CA,"Redlands, CA",1001 to 5000 employees,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion 
Data Scientist,,Data Scientist,$85K-$140K ,"$85,000","$140,000 ","$112,500 ",4.7,"New England Biolabs
",4.7,"Ipswich, MA",MA,"Ipswich, MA",201 to 500 employees,1974,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$68K-$114K ,"$68,000","$114,000 ","$91,000 ",3.8,"Zimmerman Advertising
",3.8,"Fort Lauderdale, FL",FL,"Fort Lauderdale, FL",501 to 1000 employees,1984,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$150K-$160K,"$150,000","$160,000 ","$155,000 ",5,"BPA Services
",5.0,"Washington, DC",DC,"Alexandria, VA",Unknown,,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$56K-$95K ,"$56,000","$95,000 ","$75,500 ",3.5,"Sartorius
",3.5,"Albuquerque, NM",NM,"Gottingen, Germany",5001 to 10000 employees,1870,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion 
Data Scientist,,Data Scientist,$111K-$176K ,"$111,000","$176,000 ","$143,500 ",4.7,"1904labs
",4.7,"Saint Louis, MO",MO,"Saint Louis, MO",51 to 200 employees,2016,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$75K-$127K ,"$75,000","$127,000 ","$101,000 ",5,"Royce Geospatial
",5.0,"Springfield, VA",VA,"Arlington, VA",51 to 200 employees,2014,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million 
Data Scientist,,Data Scientist,$94K-$139K ,"$94,000","$139,000 ","$116,500 ",3.6,"Citi
",3.6,"Jersey City, NJ",NJ,"New York, NY",10000+ employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion 
Data Scientist,,Data Scientist,$92K-$149K ,"$92,000","$149,000 ","$120,500 ",3.5,"Scale AI
",3.5,"San Francisco, CA",CA,"San Francisco, CA",51 to 200 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$118K-$188K ,"$118,000","$188,000 ","$153,000 ",2.7,"Change Healthcare
",2.7,"Emeryville, CA",CA,"Nashville, TN",10000+ employees,2007,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$108K-$146K ,"$108,000","$146,000 ","$127,000 ",3.4,"MZ
",3.4,"Palo Alto, CA",CA,"Palo Alto, CA",501 to 1000 employees,2008,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$65K-$106K ,"$65,000","$106,000 ","$85,500 ",4.7,"HG Insights
",4.7,"Santa Barbara, CA",CA,"Santa Barbara, CA",51 to 200 employees,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$55K-$98K ,"$55,000","$98,000 ","$76,500 ",2.8,"1-800-FLOWERS.COM, Inc.
",2.8,"Carle Place, NY",NY,"Carle Place, NY",1001 to 5000 employees,1976,Company - Public,Wholesale,Business Services,$1 to $2 billion 
Data Scientist,,Data Scientist,$94K-$162K ,"$94,000","$162,000 ","$128,000 ",3.5,"CBS Interactive
",3.5,"New York, NY",NY,"San Francisco, CA",1001 to 5000 employees,1992,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$500 million to $1 billion 
Data Scientist,,Data Scientist,$127K-$202K ,"$127,000","$202,000 ","$164,500 ",3.3,"Samba TV
",3.3,"San Francisco, CA",CA,"San Francisco, CA",201 to 500 employees,2008,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$80K-$134K ,"$80,000","$134,000 ","$107,000 ",4.7,"Systems & Technology Research
",4.7,"Arlington, VA",VA,"Woburn, MA",201 to 500 employees,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million 
Data Scientist,,Data Scientist,$120K-$189K ,"$120,000","$189,000 ","$154,500 ",4.1,"Netskope
",4.1,"Santa Clara, CA",CA,"Santa Clara, CA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$85K-$142K ,"$85,000","$142,000 ","$113,500 ",4,"Lorven Technologies Inc
",4.0,"Santa Clara, CA",CA,"Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million 
Data Scientist,,Data Scientist,$111K-$176K ,"$111,000","$176,000 ","$143,500 ",2.5,"CareDx
",2.5,"Brisbane, CA",CA,"Brisbane, CA",1 to 50 employees,,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$87K-$140K ,"$87,000","$140,000 ","$113,500 ",3.9,"Serigor Inc.
",3.9,"San Francisco, CA",CA,"Baltimore, MD",1 to 50 employees,,Company - Private,IT Services,Information Technology,Less than $1 million 
Data Scientist,,Data Scientist,$76K-$127K ,"$76,000","$127,000 ","$101,500 ",3.4,"Leidos
",3.4,"Springfield, VA",VA,"Reston, VA",10000+ employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion 
Data Scientist,,Data Scientist,$61K-$100K ,"$61,000","$100,000 ","$80,500 ",3.5,"IHS Markit
",3.5,"New York, NY",NY,"London, United Kingdom",10000+ employees,2016,Company - Public,Consulting,Business Services,$2 to $5 billion 
Data Scientist,,Data Scientist,$81K-$140K ,"$81,000","$140,000 ","$110,500 ",-1,A,,"New York, NY",NY,"Noida, India",Unknown,,Company - Private,,,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$108K-$171K ,"$108,000","$171,000 ","$139,500 ",3.5,"e-IT Professionals Corp.
",3.5,"Foster City, CA",CA,"Canton, MI",51 to 200 employees,,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million 
Data Scientist,,Data Scientist,$112K-$179K ,"$112,000","$179,000 ","$145,500 ",4.8,"TechProjects
",4.8,"New York, NY",NY,"North Brunswick, NJ",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$63K-$111K ,"$63,000","$111,000 ","$87,000 ",4,"Biz2Credit Inc
",4.0,"New York, NY",NY,"New York, NY",201 to 500 employees,2007,Company - Private,Lending,Finance,$100 to $500 million 
Data Scientist,,Data Scientist,$75K-$126K ,"$75,000","$126,000 ","$100,500 ",4.2,"PeoplesBank
",4.2,"Holyoke, MA",MA,"Holyoke, MA",201 to 500 employees,1885,Company - Private,Banks & Credit Unions,Finance,$50 to $100 million 
Data Scientist,,Data Scientist,$70K-$118K ,"$70,000","$118,000 ","$94,000 ",4.6,"Conch Technologies, Inc
",4.6,"Waltham, MA",MA,"Memphis, TN",51 to 200 employees,,Company - Private,Consulting,Business Services,$5 to $10 million 
Data Scientist,,Data Scientist,$80K-$139K ,"$80,000","$139,000 ","$109,500 ",3.7,"Northrop Grumman
",3.7,"San Diego, CA",CA,"Falls Church, VA",10000+ employees,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion 
Data Scientist,,Data Scientist,$56K-$95K ,"$56,000","$95,000 ","$75,500 ",4.2,"ExecOnline
",4.2,"New York, NY",NY,"New York, NY",51 to 200 employees,2012,Company - Private,Education Training Services,Education,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$64K-$108K ,"$64,000","$108,000 ","$86,000 ",3.7,"Brillient
",3.7,"Silver Spring, MD",MD,"Reston, VA",201 to 500 employees,2006,Company - Private,IT Services,Information Technology,$25 to $50 million 
Data Scientist,,Data Scientist,$71K-$124K ,"$71,000","$124,000 ","$97,500 ",4,"Strategic Financial Solutions
",4.0,"New York, NY",NY,"New York, NY",501 to 1000 employees,2007,Company - Private,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$69K-$121K ,"$69,000","$121,000 ","$95,000 ",3.4,"Remedy BPCI Partners, LLC.
",3.4,"New York, NY",NY,"Norwalk, CT",201 to 500 employees,2011,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$77K-$132K ,"$77,000","$132,000 ","$104,500 ",3.5,"Crossix Solutions
",3.5,"New York, NY",NY,"New York, NY",201 to 500 employees,2005,Company - Public,Advertising & Marketing,Business Services,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$86K-$144K ,"$86,000","$144,000 ","$115,000 ",3.7,"Swiss Re
",3.7,"Armonk, NY",NY,"Zurich, Switzerland",10000+ employees,1863,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion 
Data Scientist,,Data Scientist,$60K-$99K ,"$60,000","$99,000 ","$79,500 ",4.7,"Oversight Systems
",4.7,"Atlanta, GA",GA,"Atlanta, GA",51 to 200 employees,2003,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million 
Data Scientist,,Data Scientist,$84K-$146K ,"$84,000","$146,000 ","$115,000 ",4.3,"USEReady
",4.3,"New York, NY",NY,"New York, NY",201 to 500 employees,2011,Company - Private,Consulting,Business Services,$10 to $25 million 
Data Scientist,,Data Scientist,$61K-$109K ,"$61,000","$109,000 ","$85,000 ",3.8,"DICK'S Sporting Goods - Corporate
",3.8,"Coraopolis, PA",PA,"Coraopolis, PA",10000+ employees,1948,Company - Public,Sporting Goods Stores,Retail,$5 to $10 billion 
Data Scientist,,Data Scientist,$87K-$141K ,"$87,000","$141,000 ","$114,000 ",3.6,"TRANZACT
",3.6,"Fort Lee, NJ",NJ,"Fort Lee, NJ",1001 to 5000 employees,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$56K-$95K ,"$56,000","$95,000 ","$75,500 ",4.2,"ExecOnline
",4.2,"New York, NY",NY,"New York, NY",51 to 200 employees,2012,Company - Private,Education Training Services,Education,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$71K-$121K ,"$71,000","$121,000 ","$96,000 ",3.5,"Charter Spectrum
",3.5,"Maryland Heights, MO",MO,"North Salt Lake, UT",1 to 50 employees,,School / School District,K-12 Education,Education,$5 to $10 million 
Data Scientist,,Data Scientist,$64K-$108K ,"$64,000","$108,000 ","$86,000 ",3.7,"Brillient
",3.7,"Silver Spring, MD",MD,"Reston, VA",201 to 500 employees,2006,Company - Private,IT Services,Information Technology,$25 to $50 million 
Data Scientist,,Data Scientist,$72K-$121K ,"$72,000","$121,000 ","$96,500 ",3.4,"CompQsoft
",3.4,"Washington, DC",DC,"Houston, TX",51 to 200 employees,1997,Company - Private,Consulting,Business Services,$10 to $25 million 
Data Scientist,,Data Scientist,$69K-$121K ,"$69,000","$121,000 ","$95,000 ",3.4,"Remedy BPCI Partners, LLC.
",3.4,"New York, NY",NY,"Norwalk, CT",201 to 500 employees,2011,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$71K-$124K ,"$71,000","$124,000 ","$97,500 ",4,"Strategic Financial Solutions
",4.0,"New York, NY",NY,"New York, NY",501 to 1000 employees,2007,Company - Private,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$77K-$132K ,"$77,000","$132,000 ","$104,500 ",3.5,"Crossix Solutions
",3.5,"New York, NY",NY,"New York, NY",201 to 500 employees,2005,Company - Public,Advertising & Marketing,Business Services,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$51K-$88K ,"$51,000","$88,000 ","$69,500 ",4.3,"Solugenix Corporation
",4.3,"Phoenix, AZ",AZ,"Brea, CA",201 to 500 employees,1969,Company - Private,IT Services,Information Technology,$50 to $100 million 
Data Scientist,,Data Scientist,$101K-$141K ,"$101,000","$141,000 ","$121,000 ",2.6,"West Coast University
",2.6,"Irvine, CA",CA,"Irvine, CA",10000+ employees,1997,Company - Private,Colleges & Universities,Education,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$65K-$113K ,"$65,000","$113,000 ","$89,000 ",3.4,"DatamanUSA, LLC
",3.4,"Olympia, WA",WA,"Centennial, CO",51 to 200 employees,,Company - Private,IT Services,Information Technology,$5 to $10 million 
Data Scientist,,Data Scientist,$96K-$161K ,"$96,000","$161,000 ","$128,500 ",3.2,"Numeric, LLC
",3.2,"Philadelphia, PA",PA,"Chadds Ford, PA",1 to 50 employees,,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million 
Data Scientist,,Data Scientist,$110K-$175K ,"$110,000","$175,000 ","$142,500 ",4.2,"Nuna
",4.2,"San Francisco, CA",CA,"San Francisco, CA",51 to 200 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$110K-$175K ,"$110,000","$175,000 ","$142,500 ",4.2,"Nuna
",4.2,"San Francisco, CA",CA,"San Francisco, CA",51 to 200 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$129K-$215K ,"$129,000","$215,000 ","$172,000 ",4.4,"Two Sigma
",4.4,"New York, NY",NY,"New York, NY",1001 to 5000 employees,2001,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$49K-$85K ,"$49,000","$85,000 ","$67,000 ",3.8,"PNNL
",3.8,"Richland, WA",WA,"Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion 
